sample_id,catalog_content,image_link,price
67318,"Item Name: Divina Organic Greek Olive Mix, 6.3 Ounce
Bullet Point: Divina Organic Greek Olive Mix, Vegan, 6.3 Ounces (Pack Of 6)
Value: 6.3
Unit: Ounce
",https://m.media-amazon.com/images/I/8181jqi0VuL.jpg,37.34
71412,"Item Name: SunChips Minis, Harvest Cheddar Whole Grain Chips, 3.75 oz Canister
Bullet Point 1: Includes 1 (3.75 oz) canister of SunChips Minis, Harvest Cheddar flavored Whole Grain Chips
Bullet Point 2: SunChips Minis Harvest Cheddar: Made with 18g Whole Grains per serving, no artificial flavors, and 25% less fat than regular potato chips*
Bullet Point 3: SunChips Harvest Cheddar Minis: Your favorite snacks now in mini size​
Bullet Point 4: Frito-Lay Minis are the biggest thing to ever happen to bite-sized chips. We took your favorite snacks and shrunk them down to a size you’ll want to take everywhere you go.​
Bullet Point 5: *Regular Potato Chips Contain 10g Of Fat Per 1 Oz. Serving. SunChipsⓇ Minis Harvest CheddarⓇ Flavored Whole Grain Snacks Contain7g Of Fat Per 1 Oz Serving.
Value: 3.75
Unit: Ounce
",https://m.media-amazon.com/images/I/71hmf-1ZWZL.jpg,3.19
71747,"Item Name: Better Than Bouillon Culinary Collection Base, Smoky Chipotle Base, Contains 38 Servings Per Jar, 8-Ounce Glass Jar (Pack of 6)
Bullet Point: Better Than Bouillon Culinary Collection Base, Smoky Chipotle Base, Contains 38 Servings Per Jar, 8-Ounce Glass Jar (Pack of 6)
Value: 48.0
Unit: Ounce
",https://m.media-amazon.com/images/I/910-MAOEzUL.jpg,36.83
72552,"Item Name: Stretch Island Fruit Leather Snacks Variety Pack, Cherry, Apple, Strawberry, Apricot, Grape, Raspberry, 0.5 Ounce No Added Sugar (Pack of 50) 24.7 Ounce
Bullet Point 1: No Sugar Added
Bullet Point 2: Gluten Free
Bullet Point 3: Kosher
Bullet Point 4: 50 Pack
Bullet Point 5: Same Taste New Packagibng
Product Description: New Packaging, Same Great taste Stretch Island Fruit Leather Snacks Variety Pack, Cherry, apple, strawberry, apricot, grape, raspberry, 0.5 Ounce (Pack of 50) 50 Fruit Leathers Gluten-free Kosher 0 sugar added
Value: 24.7
Unit: Ounce
",https://m.media-amazon.com/images/I/71X9SK-S1dL.jpg,26.73
74921,"Item Name: Fun & Delish Caramel Chocolate Popcorn by Its Delish, 8 Oz Bulk Bag - Festive Caramel and Chocolate Sweet Crunchy Popcorn Topped with Sprinkles of White Nonpareils - Air popped, Vegan, Kosher
Bullet Point 1: 🍿 DELICIOUS GOURMET CARAMEL POPCORN – Try some delicious caramel flavored popcorn, oh so sweet and crunchy, perfect for daily snacking and midnight crave. - When sealed will stay fresh for over a month! YIELDS: Approx. 2 oz. per cup.
Bullet Point 2: 🍿 SNACKING, GIFTING, PARTYING – Our scrumptious fresh popcorn can serve every purpose in the candy aisle. These sweet crunch toffee snacks are deliciously sweet and crunchy snack, at the same time alongside will satisfy your inner cravings. Stock up today and enjoy!
Bullet Point 3: 🍿 FRESHLY POPPED POPCORN – Our caramelized candy style popcorn is diet-friendly to take care of your good health. Deliciously coated popcorn come with multiple advantages in terms of health and diet. Our gourmet popcorn is first air-popped, not oil or kettle cooked, bringing you a much healthier popped corn.
Bullet Point 4: 🍿 GREAT FOR SNACKING ON AND ALSO MAKES A GREAT GIFT – Crunchy Caramel Coated Popcorn are the best snacks for parties’ like: birthday party, holiday parties or other social or family events. These are healthy, rich, and tasty enough to lighten up your gathering and parties. Moreover, you can also have them as instant snacks in your office, college, school, and travel. A classic delight!
Bullet Point 5: 🍿 CERTIFIED KOSHER OU PARVE: Our caramel popcorn is vegan, non-dairy and proudly made in the USA. We value and care for our customers, and your well-being is our top priority. Expect nothing less when it comes to the freshness, flavor, and crunch of this popcorn. Order from the popcorn factory direct and taste the fun!
Product Description: <p><b> Gourmet Caramel Fun & Delish Popcorn with Dark Chocolate Drizzle Glaze, topped by sprinkles of white nonpareils by It's Delish, 8 Oz Bulk Bag</b></p> <p>Treat yourself or make your party a hit with our delicious gourmet caramel corn popcorn with dark chocolate drizzle glaze and topped by sprinkles of colorful nonpareils. Our gourmet popcorn is first air-popped, not oil or kettle cooked, bringing you a much healthier popped corn. They then get candy coated with our caramelized topping by our popcorn experts.</p> <p>Our caramel pop corn is kosher, gluten-free, vegan, non-dairy and proudly made in the USA. Stock up in bulk to have in the house for a late night snacking crave or keep at your office desk to munch on. They are fresh, sweet and crunchy. They will also make for festive great party favors or candy buffet sweet table at your next event, birthday parties, wedding and baby shower etc. Impress them with an eye-catching treat! Bon Apetit!</p> <p><b>About It's Delish!</b></p><p>It's Delish was established in 1992 and is located in North Hollywood, California. It's Delish is a food manufacturer and distributor who produces over 500 gourmet food products including popcorns, licorice, sour belts, taffies, caramels, Jordan almonds, chocolates, nuts, fruits, trail mixes, spices, and the spice blends. It's Delish also produces organics and all-natural products. We give you the opportunity to order from the factory direct!</p><p>It's Delish! prides itself on the four pillars that are at the foundation of everything we do.</p><p>Innovation Quality Value Service
Value: 1.0
Unit: Ounce
",https://m.media-amazon.com/images/I/618Jjj61vIL.jpg,18.99
79303,"Item Name: Satin Ice Fondant for Cake Decorating, White (10 Pound)
Bullet Point 1: EXCELLENT TASTE: Enhanced with premium vanilla & chocolate flavors that complements various cake flavors without overpowering. Satin Ice is the #1 fondant for cake decorators and artists world-wide; This is the fondant to use when a cake needs to look and taste just right
Bullet Point 2: PROFESSIONAL QUALITY & WORKABILITY: Rolls thin and delivers a smooth, flawless finish every time, making it the choice for cake decorators and bakers. Exceptional workability makes Satin Ice fondant easy for anyone to use to make incredible cakes for any occasion.
Bullet Point 3: ALLERGEN FREE & KOSHER PAREVE: Satin Ice Fondant is Dairy Free, Gluten free, Nut Free, Soy Free, Certified Kosher, Halal and Vegan Friendly to accommodate dietary restrictions.
Bullet Point 4: DESIGNED FOR COVERING & DECORATING: Use Satin Ice Fondant to cover desserts, mold it into unique toppers, or cut out different shapes to decorate festive cakes, cupcakes, cookies, and so much more!
Bullet Point 5: VIBRANT & CUSTOMIZABLE COLORS: Available in a range of colors and easy to mix for creating custom shades.
Product Description: Satin Ice Buttercream Icing Mix This frosting base is fully customizable and easy to use. Only two ingredients are needed to whip up an icing that is high-quality and authentic in taste, texture, and look! Storage Store sealed airtight at ambient temperature between 68°F and 80°F (20°C and 27°C). This frosting base is fully customizable and easy to use. Only two ingredients are needed to whip up an icing that is high-quality and authentic in taste, texture, and look! Minimal Equipment and Ingredients Needed Using a touch of water and butter (or butter alternative of choice) this buttercream frosting can be mixed up in 2 minutes! Just combine softened butter, water and icing mix using an electric or hand mixer until incorporated. Easily Achieve Wonderful Results Adjust the amount of water for a more firm, medium, or soft frosting that beautifully transitions from piping to flower work to filling. Suitable for all Dietary Needs The recipe can be tailored to fit different tastes or dietary restrictions. Replace butter with a vegan alternative or use coconut milk in place of water for a tropical twist. Vegan, gluten free, diary free, nut free, non-PHO, and Kosher Pareve. Endless Inspiration Tutorials, inspiration and more at www.satinice.com
Value: 160.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71DaV63aS8L.jpg,47.290000000000006
79536,"Item Name: Bigelow Tea Earl Grey Black Tea Bags 20-Count Box (Pack of 6), Caffeinated 120 Tea Bags Total
Bullet Point 1: Classic Earl Grey: Start your morning with the aromatic and robust flavor of Earl Grey tea; It is a hand-picked black tea delicately blended with real oil of bergamot from Calabria, Italy
Bullet Point 2: Individually Wrapped: Bigelow Tea always come individually wrapped in foil pouches for peak flavor, freshness and aroma to enjoy everywhere you go; Gluten-free, calorie-free, and Kosher Certified
Bullet Point 3: Try Every Flavor: There's a tea for morning, noon, and night time relaxation; Try our English Breakfast, Vanilla Chai, antioxidant Green Tea, decaffeinated teas, organic teas and a variety of our herbal tea bags
Bullet Point 4: Blended and Packaged in the USA: In 1945 Ruth Campbell Bigelow created our first tea, Constant Comment, a strong, flavorful black tea blended with aromatic orange peel and sweet warming spices; Today, Bigelow is still 100 percent Family Owned
Bullet Point 5: Uncompromised Quality: Since 1945, Bigelow Tea has been a leader in premium tea and proud to be a Certified B Corporation - meeting the highest verified standards of social and environmental performance, transparency and accountability
Value: 20.0
Unit: COUNT
",https://m.media-amazon.com/images/I/81lSRBqRRQL.jpg,3.69
80386,"Item Name: REESE'S Milk Chocolate Peanut Butter King Size, Halloween Pumpkins Candy 2-Pack, 2.4 oz
Bullet Point 1: Contains one (1) 2.4-ounce King-Size 2-pack of REESE'S Milk Chocolate Peanut Butter Pumpkins Candy
Bullet Point 2: Make Halloween and fall festivities more fun, whether you're trick-or-treating or carving pumpkins with REESE'S pumpkin-shaped peanut butter candies
Bullet Point 3: Certified kosher peanut butter pumpkin REESE'S candies in a decorative Halloween candy 2-pack
Bullet Point 4: Unwrap REESE'S candies during Sunday night football games, retirement parties, lunch breaks and birthday celebrations
Bullet Point 5: Have your Halloween candy bowls ready with REESE'S milk chocolate peanut butter sweets for trick-or-treaters and costume party guests
Value: 2.4
Unit: Ounce
",https://m.media-amazon.com/images/I/61OA5tkm4JL.jpg,3.61
83170,"Item Name: LorAnn Bourbon SS Flavor, 1 ounce bottle
Bullet Point 1: In 1964, a congressional resolution declared bourbon whiskey “America’s Native Spirit”. Our Bourbon flavor is a unique flavor resembling the sweet, oaky flavor of bourbon whiskey without the kick.
Bullet Point 2: In 1964, a congressional resolution declared bourbon whiskey “America’s Native Spirit”. Our Bourbon flavor is a unique flavor resembling the sweet, oaky flavor of bourbon whiskey without the kick.
Bullet Point 3: A little goes a long way! LorAnn’s super strength flavors are three to four times the strength of typical baking extracts. Featured in One Flavor Five Ways (Walnut Bourbon Balls, BBQ Sauce, Candied Pecans, Fudge, Bourbon Pumplin Bread).
Bullet Point 4: A Dram is a small bottle that is the perfect size for 1 batch of homemade Hard Tack Candy (.125 fl oz approximately 1 teaspoon) Love the flavor and need a larger size? Most of the 100+ Super Strength flavors are availble in larger sizes. 1 ounce bottle contains approximately 6 teaspoons. -- 4 ounce bottle contains approximately 24 teaspoons -- 16 ounce and gallon are also available.
Bullet Point 5: Typical uses: hard candy, general candy making, cakes, cookies, frosting, ice cream and a wide variety of other baking and confectionery applications. Note: When substituting super strength flavors for extracts, use ¼ to ½ teaspoon for 1 teaspoon of extract.
Bullet Point 6: Kosher - Gluten Free - Made in USA
Value: 1.0
Unit: Ounce
",https://m.media-amazon.com/images/I/51J1bfzTDgL.jpg,10.0
83423,"Item Name: Kozy Shack Rice Pudding - 6 CT
Product Description: Kozyshack Original Recipe Rice Pudding. Made with simple, wholesome ingredients. Gluten free. 6 - 4 oz (113g) snack cups.
Value: nan
Unit: None
",https://m.media-amazon.com/images/I/41w8WaChFPL.jpg,4.13
83527,"Item Name: Unique Extra Salt Pretzel Splits, 11 Oz (Pack of 2)
Value: 22.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81E3MJEd1JL.jpg,10.695
84525,"Item Name: Whole, Shelled & Dry Roasted Georgia Pecans With Himalayan Salt (1 Lb.) - Small Batch Roasted - Vegan & Keto Friendly - Healthy Southern Tastiness - Farm Fresh Nuts Brand
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61Gyb7AkKHL.jpg,26.49
84680,"Item Name: Mrs. Wages Hot Salsa Tomato Seasoning Mix, 4 Oz. Pouch
Product Description: Enhance your fresh or canned tomatoes.
Value: 4.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71ARgxZKuUL.jpg,5.135
86892,"Item Name: Munchies Snack Mix, Cheese Fix, 1.75 Ounce (Pack of 64)
Bullet Point 1: 64 count of 1.75 oz. Bags of munchies snack mix cheese fix
Bullet Point 2: Easy snack bags for on-the-go, work, school, or travel snacking
Bullet Point 3: Deliciously cheesy and fun snack mix
Bullet Point 4: Includes sun chips, Doritos, rold gold and Cheetos snacks
Value: 10752.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91qxWYQjqML.jpg,47.15
92661,"Item Name: Ritter Sport Butter Biscuit 100 g (Pack of 5)
Value: 17.5
Unit: Ounce
",https://m.media-amazon.com/images/I/61wMQhU-zFL.jpg,20.14
92843,"Item Name: Club House Poutine Gravy Mix 42g (3 Pack)
Bullet Point 1: 3 Packs Club House Poutine Gravy Mix 42g
Bullet Point 2: Imported from Canada
Product Description: Club House Poutine Gravy Mix 42g (3 Pack). Imported from Canada 3 Packs Club House Poutine Gravy Mix 42g. Imported from Canada
Value: 4.41
Unit: Ounce
",https://m.media-amazon.com/images/I/61GgAuldq4L.jpg,9.99
93431,"Item Name: Herr's Peanut Butter Filled Pretzel Barrel, 24 Oz
Bullet Point 1: Sweety salty
Bullet Point 2: Crunchy filled
Bullet Point 3: Crunchy
Value: 24.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91Ep+ueyfpL.jpg,9.745
95219,"Item Name: Burt's Guinness Rich Chili Thick Cut Potato Chips, 5.3 Ounce
Bullet Point 1: Packed with the amazing and familiar flavor of Guinness with rich, deep layers of authentic flavor
Bullet Point 2: MSG Free
Bullet Point 3: No artificial flavors or colors
Bullet Point 4: No hydrogenated or trans fats
Bullet Point 5: Suitable for vegetarians and vegans
Value: 5.3
Unit: oz
",https://m.media-amazon.com/images/I/71hR9rW2G3L.jpg,15.59
95705,"Item Name: PapaNicholas Coffee 25184 Premium Coffee, Breakfast Blend, 18/Carton
Value: 52.8
Unit: Ounce
",https://m.media-amazon.com/images/I/71OpnoLstzL.jpg,44.42
96261,"Item Name: Stash Tea Decaf Chai Spice Tea, 18 Count Tea Bags (Pack of 6) by Stash Tea
Value: 108.0
Unit: Count
",https://m.media-amazon.com/images/I/41YiG7PGbwL.jpg,41.24
97915,"Item Name: Colgate Total Gum Health Mouthwash- Clean Mint - 33.8 oz
Bullet Point: Total gum health MW 1L cs spa clean Mt
Value: 33.8
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71jO7DYTvfL.jpg,6.69
100250,"Item Name: Premium | VEGETABLE Seasonings | Variety 2 Pack | Large Shakers | Sour Cream & Onion Vegetable Seasoning | Ranch Vegetable Seasoning | Crafted in Small Batches
Bullet Point 1: Introducing our Vegetable Seasoning Variety 2-Pack, a dynamic duo of flavors crafted to enhance the natural taste of your favorite vegetables. From the tangy goodness of Sour Cream & Onion to the classic ranch flavor, these seasonings will take your veggie dishes to new heights of deliciousness.
Bullet Point 2: 🥦 Sour Cream & Onion Vegetable Seasoning: Elevate the flavor of your veggies with our Sour Cream & Onion Vegetable Seasoning. Bursting with tangy sour cream and aromatic onion, this seasoning adds depth and richness to your dishes, turning even the simplest veggies into a gourmet treat. It's the perfect way to add a savory kick to your vegetable dishes.
Bullet Point 3: 🌱 Ranch Vegetable Seasoning: Experience the classic taste of ranch with our Ranch Vegetable Seasoning. Made with a blend of herbs and spices, including garlic, dill, and parsley, this seasoning adds a burst of savory flavor to your vegetables. Whether you're roasting, grilling, or steaming, it's the perfect accompaniment to a wide variety of veggies.
Bullet Point 4: 🍽️ Versatile Usage: Whether you're cooking up a batch of roasted Brussels sprouts, sautéing a medley of mixed vegetables, or grilling some zucchini skewers, our seasonings are the perfect way to add flavor to your dishes. Simply sprinkle them over your veggies before cooking for an instant boost of deliciousness.
Bullet Point 5: 👩‍🍳 Easy to Use: Our seasonings are incredibly easy to use—just sprinkle them over your vegetables and toss to coat evenly before cooking. With their convenient format, you can enjoy flavorful vegetable dishes with minimal effort and maximum flavor.
Bullet Point 6: 🎉 Perfect for Every Meal: Whether you're preparing a healthy dinner for the family or whipping up a quick side dish for lunch, our Vegetable Seasoning Variety 2-Pack is sure to please. With its delicious flavors and versatile usage, it's the ultimate seasoning solution for vegetable lovers everywhere.
Bullet Point 7: Enhance the flavor of your veggies with our Vegetable Seasoning Variety 2-Pack. With its delicious flavors and easy-to-use format, it's the perfect way to make healthy eating delicious and enjoyable. 🥦🌱🍽️
Bullet Point 8: A double FRESHNESS seal is applied to FRESH ingredients immediately after blending for maximum flavor and zest.
Bullet Point 9: TASTE the PREMIUM difference!
Bullet Point 10: Buy today and enjoy! Gluten free. No MSG. Sturdy 5.5 fl. oz. BPA free shaker bottle with sift options and a flavor lock cap.
Product Description: Introducing our Vegetable Seasoning Variety 2-Pack, a dynamic duo of flavors crafted to enhance the natural taste of your favorite vegetables. From the tangy goodness of Sour Cream & Onion to the classic ranch flavor, these seasonings will take your veggie dishes to new heights of deliciousness.
Value: 11.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91CqqnZUP5L.jpg,16.88
103249,"Item Name: Badia Oregano Ground, 1.5 Oz (Pack Of 8)
Bullet Point 1: Great flavor
Bullet Point 2: Kosher
Bullet Point 3: All purpose Seasoning
Bullet Point 4: Number of items: 8
Value: 12.0
Unit: Ounce
",https://m.media-amazon.com/images/I/813F+hYC+hL.jpg,23.99
105713,"Item Name: Pecan Nation All Natural Unsalted Pecan Halves 8 oz., No preservatives, Antioxidant-Rich, Low Carb, Healthy Nut Snack for Adults and Kids
Bullet Point 1: Our signature fresh pecans are so perfectly plump and naturally sweet you won’t believe how delicious they taste. Grown with extra TLC, from our trees to your mouth, with love
Bullet Point 2: These healthy snacking nuts are high in antioxidants, loaded with essential vitamins and minerals, packed with fiber and naturally occurring heart health benefits
Bullet Point 3: Our signature fresh pecans are grown, harvested, shelled and roasted by 5th-generation farmers who know exactly what it takes to bring you the most flavorful pecans around
Bullet Point 4: Pecans are perfect for the health enthusiast and snack lover in all of us
Bullet Point 5: Our USA-grown pecans are America's supernut
Product Description: The right snack can give you the energy you need to power through the day. If you want a healthy snack that's kind to your body, consider natural pecans from Pecan Nation. These shelled pecans have a buttery taste and satisfying texture. With different sized packages available, you can buy these unflavored pecans in bulk to share with friends or pack a small bag just for you. These pecans are grown in Georgia in orchards over 100 years old to ensure you receive nuts that taste and look great. After harvest, the fresh pecans are dried to the right moisture level to prevent spoilage. They are carefully cracked, cleaned and packaged. When these nuts arrive at your doorstep, you can enjoy the flavor generations of dedicated cultivation creates. Enjoy pecans by themselves or add them to your favorite recipes. In addition to great flavor, these nuts provide plenty of nutrients, including: Magnesium: As a magnesium-rich food, pecans provide nearly 10% of your daily recommended magnesium intake in one serving. This essential mineral helps build strong bones, regulate blood pressure and maintain proper nerve function. Fiber: A fiber-rich diet helps support heart and colon health. Pecans are full of fiber, making it easy to add more of this plant-based nutrient to your diet. Antioxidants: Pecans are also antioxidant-rich nuts. Snacking on these nuts provides the nutrients your body needs to combat oxidation in your cells. Unsaturated fats: The unsaturated fats in these heart-healthy nuts can help keep cholesterol under control. Low carbs: Pecans contain fewer carbs than other nuts. These diet nuts make the perfect low-carb snack or keto-friendly food. The health benefits of pecans mean you can feel comfortable making them your new post-workout snack. Whether you eat natural pecans straight out of the bag or use them to top a salad, you'll love how flavor and health go hand in hand.
Value: 8.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71nQGhs8E+L.jpg,12.0
106194,"Item Name: Macarons Strawberry 12 Pack French Macarons, Gourmet Cookie Gift Box, Macaroon
Bullet Point 1: Elegantly Packaged for Thoughtful Gifting: Our macarons are beautifully arranged in a stylish box, making them an excellent choice for special occasions.
Bullet Point 2: Versatile Gift Idea for Any Celebration: Whether it's a birthday, anniversary, or a simple gesture of appreciation, our macarons make a delightful present for a wide range of occasions.
Bullet Point 3: Ensuring Freshness Every Step of the Way: We take great care in packaging your macarons with multiple layers of cushioning to preserve their flavor during shipping. For optimal taste, refrigerate upon arrival or store in the freezer and remove 30 minutes before serving.
Bullet Point 4: Crafted with Premium Ingredients: Each macaron is handcrafted using carefully selected, natural ingredients. We pride ourselves on sourcing the finest ingredients from around the world to create a truly tempting taste experience.
Bullet Point 5: Irresistible Array of Flavors: Explore our macarons and indulge your taste buds in a delightful variety of flavors.
Product Description: Experience the delightful combination of flavors with our Box of 12 Strawberry Macarons. These French macarons are meticulously crafted, featuring meringue-like cookies with a satisfying crunch on the outside and a moist, cake-like interior. Each macaron is thoughtfully filled with a variety of creamy and exotic flavors that are sure to please your palate. We take great care in sourcing high-quality ingredients from trusted suppliers around the world to ensure the best taste and quality. Our macarons come in an array of beautiful colors, adding an elegant touch to any occasion. Whether you're celebrating a special event or simply craving a sweet treat, our macarons are a delightful choice. These macarons are perfect for sharing moments of joy with your loved ones. Whether you're hosting a small gathering or a larger celebration, they make a delightful addition to any table. Indulge in the subtle flavors and delicate textures that our macarons offer, providing a truly enjoyable experience for all.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/61OYyRWPBKS.jpg,29.95
106635,"Item Name: Aiva Turmeric Root Ground Powder Spice (5 LB Bulk) | Haldi with High Curcumin Content | Salt-Free, Pure, Vegan, Indian Origin
Bullet Point 1: 𝗣𝗥𝗘𝗠𝗜𝗨𝗠 𝗧𝗨𝗥𝗠𝗘𝗥𝗜𝗖 𝗣𝗢𝗪𝗗𝗘𝗥: Aiva Turmeric Root Ground Powder is sourced from high-quality turmeric roots, delivering a bold golden hue and earthy aroma, perfect for enhancing a wide range of dishes.
Bullet Point 2: 𝗩𝗘𝗥𝗦𝗔𝗧𝗜𝗟𝗘 𝗦𝗣𝗜𝗖𝗘 𝗙𝗢𝗥 𝗖𝗢𝗢𝗞𝗜𝗡𝗚: Use in curries, soups, rice, marinades, and stews for a rich, warm flavor. It’s also ideal for lattes, teas, and smoothies to add an extra layer of spice to your favorite recipes.
Bullet Point 3: 𝗛𝗜𝗚𝗛 𝗖𝗨𝗥𝗖𝗨𝗠𝗜𝗡 𝗖𝗢𝗡𝗧𝗘𝗡𝗧: Known for its vibrant color and strong aroma, this turmeric powder contains a higher curcumin concentration, making it perfect for those who love authentic, bold flavors in their cooking.
Bullet Point 4: 𝗦𝗔𝗟𝗧-𝗙𝗥𝗘𝗘 𝗔𝗡𝗗 𝗣𝗨𝗥𝗘: Our turmeric powder is free from additives and salt, making it an essential ingredient for those seeking to create balanced and flavorful homemade spice blends.
Bullet Point 5: 𝗜𝗗𝗘𝗔𝗟 𝗙𝗢𝗥 𝗚𝗟𝗢𝗕𝗔𝗟 𝗖𝗨𝗜𝗦𝗜𝗡𝗘𝗦: Whether you're preparing Indian curries, Middle Eastern dishes, or experimenting with fusion recipes, Aiva Turmeric Powder is a must-have spice that brings depth and authenticity to your cooking.
Product Description: 𝗣𝗥𝗘𝗠𝗜𝗨𝗠 𝗧𝗨𝗥𝗠𝗘𝗥𝗜𝗖 𝗣𝗢𝗪𝗗𝗘𝗥: Aiva Turmeric Root Ground Powder is sourced from high-quality turmeric roots, delivering a bold golden hue and earthy aroma, perfect for enhancing a wide range of dishes.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/817Fz11gQfL.jpg,24.95
107699,"Item Name: Bob's Red Mill Gluten Free Old Fashion Rolled Oats, 32-ounce (Pack of 4)
Bullet Point 1: WHOLE GRAIN GOODNESS: Our Gluten Free Old Fashioned Rolled Oats make a deliciously hearty, whole grain cereal that gives you lasting energy
Bullet Point 2: GLUTEN FREE: To assure the integrity of our gluten free products, we’ve built a separate 100% gluten free facility and batch test in our quality control laboratory using an ELISA Gluten Assay test
Bullet Point 3: GOOD SOURCE OF FIBER: One serving provides 18% of your daily value
Bullet Point 4: NON-GMO: Non-GMO Project Verified; we’ve always been committed to sourcing raw materials that are not modified through genetic engineering
Bullet Point 5: BOB'S RED MILL: Make folks a little happier: it’s the idea that keeps our stone mills grinding to fill every bag with wholesome goodness
Value: 128.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81KL5C387-L.jpg,38.92
108176,"Item Name: BASSO 1904 - Infused Extra Virgin Olive Oil Gift Box Set, First Cold Pressed, Variety Pack, 4 bottles x 8.5 fl.oz (250ml), Naturally Infused for Dipping & Tasting
Bullet Point 1: Each Bottle is naturally infused with Italian grown spices
Bullet Point 2: Our Company owns an in-house laboratory in order to make sure that a careful quality control is implemented throughout the entire production process, from the oil purchase, to the constant monitoring of packaged products until their expiry date
Bullet Point 3: Full Flavor Naturally Infused Gift Set including Garlic, Basil, Rosemary, Chili Pepper
Bullet Point 4: The line consists of the following flovered oils: Garlic, Basil, Rosemary, Chili Pepper
Product Description: Elevate your culinary creations with the BASSO1904 Infused Olive Oil Gift Set, a collection of exceptional flavors that transform ordinary dishes into gourmet delights. This carefully curated set features four 8.5 fl.oz (250ml) bottles of Naturally Infused Flavored Extra Virgin Olive Oil, each capturing the essence of nature's finest ingredients. Presented in an exquisite Gift Box, this 4-Pack is not only a tribute to exceptional taste but also an ideal choice for corporate gifting, special occasions, or thoughtful gestures. Embark on a Flavorful Adventure: Unleash your taste buds with the BASSO1904 Infused Olive Oil Gift Set. This collection promises an indulgent journey through the diverse and captivating flavors of culinary artistry. Diverse Flavor Profiles: Garlic Infused Olive Oil: Savor the aromatic allure of garlic, lending depth and richness to every dish it graces. Rosemary Infused Olive Oil: Immerse yourself in the earthy essence of rosemary, elevating your dishes with its herb-infused charm. Basil Infused Olive Oil: Transport your senses to sun-drenched gardens with the refreshing aroma of basil, a hallmark of Mediterranean cuisine. Chili Pepper Infused Olive Oil: Ignite your palate with a tantalizing touch of heat from chili peppers, infusing dishes with a fiery kick. Elegance in Presentation: Packaged in a meticulously designed Gift Box, this 4-Pack set is a symbol of refined taste. Its thoughtful presentation makes it an excellent choice for corporate gifting, special occasions, or simply as an exquisite addition to your culinary collection. Unleash Your Culinary Creativity: Crafted for both dipping and tasting, these Naturally Infused Flavored Extra Virgin Olive Oils invite you to experiment and create. Elevate your appetizers, drizzle over salads, marinate meats, or create signature dressings that bear the hallmark of authentic flavors. A Promise of Purity: BASSO1904 upholds a commitment to using only the finest, all-natural ingredients.
Value: 34.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/91PS84oUSoL.jpg,43.99
108423,"Item Name: Trader Joe's Spicy Chai Tea Latte Mix-SET OF 3
Value: 30.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81NfKCPkfIL.jpg,21.39
110569,"Item Name: Mariani Dried Cranberries - Gluten Free, Vegan, No Preservatives - Healthy Snacks for Kids & Adults, 5oz Bag (Pack of 4)
Bullet Point 1: DRIED CRANBERRIES: Our cranberries are the perfect balance of sweetness and tanginess. They are easy to enjoy sprinkle on your salad, add to your favorite entrée, or simply enjoy as a delicious dried fruit snack
Bullet Point 2: PREMIUM QUALITY: Our dried cranberries contain no artificial ingredients, colors, flavors, or preservatives. Don't settle for anything less!
Bullet Point 3: VALUE SIZE: This sharing size bag is great for recipes or enjoying straight out of the bag as a sweet & healthy snack. A favorite for kids and adults; at home, at school, or in the office!
Bullet Point 4: MAINTAINS FRESHNESS: Our Touch Lock Seal Closure bag has an easy open and easy seal lock to keep your snacks fresh
Bullet Point 5: HEALTHY SNACK: Our dried cranberries make a perfect addition to healthy recipes like oatmeal and yogurt
Product Description: Our cranberries are the perfect balance of sweetness and tanginess. They are delicious and easy to enjoy – sprinkle on your salad, add to your favorite entrée, or simply enjoy as a snack. No matter how you eat them, you’ll be comforted to know that our Cranberries are the utmost premium quality. Just one bite and you’ll never settle for anything less. Taste the difference and enjoy the very best!
Value: 4.0
Unit: Count
",https://m.media-amazon.com/images/I/71aozTnqkEL.jpg,25.63
112112,"Item Name: Todd Bosley's World Famous Meyer Lemon Blood Orange Pepper Jelly (2 Pack)
Bullet Point 1: Made with pure cane sugar, peppers as well as orange and lemon peels!
Bullet Point 2: Perfect for toast or sandwiches!
Bullet Point 3: One taste and you'll know why it's ""World Famous""
Product Description: Made with pure cane sugar, peppers as well as orange and lemon peels! Perfect for toast or sandwiches! One taste and you'll know why it's ""World Famous""
Value: 2.0
Unit: Count
",https://m.media-amazon.com/images/I/81yo68EDkZL.jpg,24.99
